Index,Tipo,Género literário,Título,Século de publicação,Passo do texto,Nome do Sujeito,Posição,Número,Sexo do Sujeito,Natureza,Dimensão,Anatomia,Órgãos,Qualificativo do Sujeito,Ação,Causas das ações,Causa específica,Quando,Onde,Latitude,Longitude,Cronologia,Como,Intenção,Nome do Com-Quem,Sexo do Com-Quem,Qualificativo do Com-Quem,Nome do Sobre-Quem,Sexo do Sobre-Quem,Qualificativo do Sobre-Quem,Objeto,Valor,Tipo de sobrenatural,PP.,Observações
717,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Senhor prazate de ouujr a mjm,Jesus Cristo,Ativo,Singular,Masculino,Sobrenatural,Transcendental,Cabeça,Cérebro,Não aplicável,Aprazer,Religiosas,Vontade divina,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
718,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… de ouujr a mjm,Jesus Cristo,Passivo,Singular,Masculino,Sobrenatural,Transcendental,Cabeça,Orelhas,Não aplicável,Ouvir,Religiosas,Vontade divina,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Orante,Masculino,Culpado; pecador; negligente; indigno,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
719,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… me acuso a ti…,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Culpado; pecador; negligente; malicioso,Confessar,Religiosas,Redenção,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
720,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… e confesso…,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Culpado; pecador; negligente; malicioso,Presmor,Religiosas,Redenção,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
721,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… todollos meus pecados que eu fiz em este mundo e todas mjnhas maldades,Orante,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Culpado; pecador; negligente; malicioso,Pecar,Religiosas,Malevolência,Não aplicável,Não aplicável,,,XII,Não aplicável,Profano,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
722,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… todollos meus desordenados pensamentos…,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Pensar,Religiosas,Incerteza,Não aplicável,Não aplicável,,,XII,Desordenadamente,Profano,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
723,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,humjldossamente peço a Ti perdom,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Pedir perdão,Religiosas,Rogo,Não aplicável,Não aplicável,,,XII,Humildemente,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
724,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Senhor prazate de me perdoar,Orante,Passivo,Singular,Masculino,Sobrenatural,Transcendental,Cabeça,Cérebro,Não aplicável,Aprazer,Religiosas,Vontade divina,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
725,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… de me perdoar,Deus,Ativo,Singular,Masculino,Sobrenatural,Transcendental,Cabeça,Cérebro,Não aplicável,Perdoar,Religiosas,Compaixão,Não aplicável,Não aplicável,,,XII,Não aplicável,Sagrado,Orante,Masculino,Culpado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
726,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Senhor foy e soom desconheçido que te sonhey,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Desconhecer,Religiosas,Desconhecimento,Passado,Não aplicável,,,XII,Sonhando,Profano,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
727,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Pero nunca te negu<e>j,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Negar,Religiosas,Devoção,Nunca,Não aplicável,,,XII,Negativo,Profano,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
728,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E Senhor <eu> sey e çerto soom que Tu es poderoso,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Saber,Religiosas,Fé,Não aplicável,Não aplicável,,,XII,Com certeza,Sagrado,Deus,Masculino,Não aplicável,Deus,Masculino,Poderoso,Não aplicável,Literal,Não aplicável,147,
729,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,mais sempre te confesey E te confeso que es meu Deus e meu Senhor,Orante,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Confessar,Religiosas,Devoção,Sempre,Não aplicável,,,XII,Não aplicável,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,147,
730,Textual,Epistolografia,Carta de Bruges,XV,Per vos me foy mandado em hum uosso regymento que despois que fose em esta terra uos fizesse hum escrito,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Muito alto; muito honrado; muito prezado,Ordenar,Políticas,Ordem régia,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Através de um regimento,Profano,Dom Pedro,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
731,Textual,Epistolografia,Carta de Bruges,XV,… despois que fose em esta terra…,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Não aplicável,Chegar,Políticas,Jornada,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
732,Textual,Epistolografia,Carta de Bruges,XV,… uos fizesse um escrito dauysamento,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Reportar,Políticas,Conselho,Depois de ir a Bruges,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Muito alto; muito honrado; muito prezado,Não aplicável,Não aplicável,Não aplicável,Escrito,Literal,Não aplicável,7,
733,Textual,Epistolografia,Carta de Bruges,XV,tal como o outro que me vos destes,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Muito alto; muito honrado; muito prezado,Reportar,Políticas,Conselho,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Pedro,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Escrito,Literal,Não aplicável,7,
734,Textual,Epistolografia,Carta de Bruges,XV,E a mym pareçe senhor,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Aconselhar,Políticas,Entendimento,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
735,Textual,Epistolografia,Carta de Bruges,XV,prjnçipalmente por tres embargos eu são muyto tornado de o fazer,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Desejar,Políticas,Obediência; bondade,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Muito,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
736,Textual,Epistolografia,Carta de Bruges,XV,pola autorjdade do senhorjo que vos sobre mym aues,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Preceder,Políticas,Governação,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Senhorio,Profano,Dom Pedro,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
737,Textual,Epistolografia,Carta de Bruges,XV,Mas porque som ensinado daquel doctor cuja ensinança nunqua faleçe,Dom Pedro,Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Ensinar,Políticas,Educação,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Doutor sábio,Masculino,Não aplicável,Doutor,Masculino,Cuja ensinança nunca falece,Não aplicável,Literal,Não aplicável,7,Possível figura de estilo
738,Textual,Epistolografia,Carta de Bruges,XV,por obedeçer a uoso mandado,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Obedecer,Políticas,Ordem régia,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Barlaventeando,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
739,Textual,Epistolografia,Carta de Bruges,XV,varlauenteando contra aquestes embargos,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Superar,Políticas,Conselho,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Simbólico,Não aplicável,7,
740,Textual,Epistolografia,Carta de Bruges,XV,uos escreuerey,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Escrever,Políticas,Conselho,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,7,
741,Textual,Epistolografia,Carta de Bruges,XV,uos escreuerey o que me pareçe per o senhor que eu esgardo em uos dobrez pesoa,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Informar,Políticas,Entendimento,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Dom Duarte,Masculino,Dupla pessoa (indivíduo e Rei),Não aplicável,Simbólico,Não aplicável,7,
742,Textual,Epistolografia,Carta de Bruges,XV,"Quanto, senhor, ao singular, eu não sey que escreua, porque segundo era a mjnha partida espero em deus que sempre sera melhorado, eu mais vya de que me maraujlhar e que desejasse de seguyr que cousas que podesse pera emenda avisar",Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Informar,Culturais,Satisfação,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Negativo,Profano,Dom Duarte,Masculino,Não aplicável,Dom Duarte,Masculino,Indivíduo,Não aplicável,Literal,Não aplicável,7-8,
743,Textual,Epistolografia,Carta de Bruges,XV,...eu mais vya de que me maraujlhar...,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Olhos,Não aplicável,Ver,Culturais,Admiração,Antes da sua partida,Não aplicável,,,XV,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
744,Textual,Epistolografia,Carta de Bruges,XV,… de que me maraujlhar…,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Olhos,Não aplicável,Maravilhar,Culturais,Bom exemplo,Antes da sua partida,Não aplicável,,,XV,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
745,Textual,Epistolografia,Carta de Bruges,XV,… e que desejasse de seguyr,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Maravilhado,Prosseguir,Culturais,Bom exemplo,Antes da sua partida,Não aplicável,,,XV,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
746,Textual,Epistolografia,Carta de Bruges,XV,… que cousas que podesse pera emenda avisar,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Aconselhar,Culturais,Governação,Antes da sua partida,Não aplicável,,,XV,Negativo,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
747,Textual,Epistolografia,Carta de Bruges,XV,"Quanto, Senhor, ao comum, escreuerey algũas cousas",Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Informar,Políticas,Conselho,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,A respeito do comum,Profano,Dom Duarte,Masculino,Não aplicável,Dom Duarte,Masculino,Rei,Não aplicável,Literal,Não aplicável,8,
748,Textual,Epistolografia,Carta de Bruges,XV,algũas cousas nas quães antes da mjnha partida per uezes uos faley,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Falar,Políticas,Conselho,Antes da sua partida,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
749,Textual,Epistolografia,Carta de Bruges,XV,e algũas outras que me pareçerom despois que dela party,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Pensar,Políticas,Entendimento,Depois de ter partido,Não aplicável,,,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
750,Textual,Epistolografia,Carta de Bruges,XV,por que todo o mundo confessa que todalas merçes e galardões nos vem de deus,Todos,Ativo,Plural,Ambos,Humana,Corpo,Cabeça,Boca,Não aplicável,Reconhecer,Religiosas,Devoção,Não aplicável,Não aplicável,,,XV,Não aplicável,Sagrado,Não aplicável,Não aplicável,Não aplicável,Deus,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,8,
751,Textual,Epistolografia,Carta de Bruges,XV,todalas merçes e galardões nos vem de deus,Deus,Ativo,Singular,Masculino,Sobrenatural,Transcendental,Corpo,Corpo,Não aplicável,Conceder,Religiosas,Vontade divina,Não aplicável,Não aplicável,,,XV,Não aplicável,Sagrado,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
752,Textual,Epistolografia,Carta de Bruges,XV,nenhum senhor galardoa ao serujdor per comprymento de sua propria vontade,Senhor,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Hipotético,Premiar,Políticas,Gratidão,Não aplicável,Não aplicável,,,XV,Negativo,Profano,Súbditos,Masculino,Hipotético,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
753,Textual,Epistolografia,Carta de Bruges,XV,mas por fazer aquelo que a seu serujço pertençe,Servidor,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Hipotético,Cumprir,Políticas,Obediência,Não aplicável,Não aplicável,,,XV,O que lhe compete,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
754,Textual,Epistolografia,Carta de Bruges,XV,por vos deus galardoar adereçando bem todolos vosos feytos,Deus,Ativo,Singular,Masculino,Sobrenatural,Transcendental,Corpo,Corpo,Não aplicável,Conceder,Religiosas,Vontade divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Sagrado,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
755,Textual,Epistolografia,Carta de Bruges,XV,deueis ter cuydado de encamjnhar aqueles que mais prinçipalmente são seus,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Aconselhar,Religiosas,Recompensa divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Súbditos,Ambos,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
756,Textual,Epistolografia,Carta de Bruges,XV,… encamjnhar aqueles que mais prinçipalemente são seus,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Aconselhar,Religiosas,Devoção,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Cuidadosamente,Sagrado,Súbditos,Ambos,Não aplicável,Deus,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,8,
757,Textual,Epistolografia,Carta de Bruges,XV,E porque a bondade dos prelados faz grande emenda em os subditos,Prelados,Ativo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Bondosos,Emendar,Religiosas,Devoção,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Bondosamente,Sagrado,Súbditos,Ambos,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
758,Textual,Epistolografia,Carta de Bruges,XV,e estes jgoalmente não saom feytos em vosa terra semam per uoso consentymento e autoridade,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Consentir,Políticas,Ordem régia,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Com autoridade,Sagrado,Clérigos,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
759,Textual,Epistolografia,Carta de Bruges,XV,"pareçe me, senhor, que deueis ter maneyra como em uosa terra os aja bons e feytos direitamente",Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Entender,Religiosas,Entendimento,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Dom Duarte,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,8,
760,Textual,Epistolografia,Carta de Bruges,XV,deueis ter maneyra como em uosa terra os aja bons e feytos direitamente,Dom Duarte,Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Garantir,Religiosas,Recompensa divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Direitamente,Sagrado,Clérigos,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
761,Textual,Epistolografia,Carta de Bruges,XV,E de como eu entendo que se ysto deuja fazer,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Aconselhar,Políticas,Entendimento,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
762,Textual,Epistolografia,Carta de Bruges,XV,uos leixey hum escrito que fyz per uoso mandado,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Obedecer,Políticas,Ordem régia,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Escrito,Literal,Não aplicável,8,
763,Textual,Epistolografia,Carta de Bruges,XV,… escrito que fyz per uoso mandado,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Escrever,Políticas,Ordem régia,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Escrito,Literal,Não aplicável,8,
764,Textual,Epistolografia,Carta de Bruges,XV,"Pareçe me, senhor",Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Aconselhar,Políticas,Entendimento,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
765,Textual,Epistolografia,Carta de Bruges,XV,"que de em ysto terdes bom geyto, fareis grande serujço a deus, o qual não ficara sem bom galardão",Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Servir,Religiosas,Recompensa divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Seguindo os conselhos de Dom Pedro,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
766,Textual,Epistolografia,Carta de Bruges,XV,… o qual não ficara sem bom galardão,Deus,Ativo,Singular,Masculino,Sobrenatural,Transcendental,Corpo,Corpo,Não aplicável,Receber,Religiosas,Vontade divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Sagrado,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
767,Textual,Epistolografia,Carta de Bruges,XV,e não duujdo,Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Duvidar,Políticas,Confiança,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Negativo,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,8,
768,Textual,Epistolografia,Carta de Bruges,XV,alguns daqueles que por em esto muyto trabalhastes uos obdeçem menos e hão de uos mais pouco conheçymento,Súbditos,Ativo,Plural,Ambos,Humana,Corpo,Corpo,Corpo (integral),Por quem Dom Duarte trabalhou,Desobedecer,Políticas,Desconhecimento,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Dom Duarte,Masculino,Que por eles trabalhou,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
769,Textual,Epistolografia,Carta de Bruges,XV,… hão de uos mais pouco conheçymento,Súbditos,Ativo,Plural,Ambos,Humana,Corpo,Corpo,Corpo (integral),Por quem Dom Duarte trabalhou,Desconhecer,Políticas,Desconhecimento,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Dom Duarte,Masculino,Que por eles trabalhou,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
770,Textual,Epistolografia,Carta de Bruges,XV,… por em esto muyto trabalhastes…,Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Trabalhar,Políticas,Governação,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Muito,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
771,Textual,Epistolografia,Carta de Bruges,XV,"E ysto, senhor, não sescreue polo do pasado, mas por avysamento do que há de vyr",Dom Pedro,Ativo,Singular,Masculino,Humana,Corpo,Membros,Mãos,Não aplicável,Escrever,Políticas,Conselho,Não aplicável,Bruges,51.2093° N,3.2247° E,XV,Não aplicável,Profano,Dom Duarte,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
772,Textual,Epistolografia,Carta de Bruges,XV,"E por que vos, senhor, sabeis quão pouco serujço de deus he e grande embargo a vosa justiça os muytos clerigos de ordens menores, asy com os prelados",Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Entender,Religiosas,Entendimento,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Clérigos,Masculino,Não aplicável,Clérigos de ordens menores; prelados,Masculino,Embargos da justiça régia,Não aplicável,Literal,Não aplicável,9,
773,Textual,Epistolografia,Carta de Bruges,XV,"quão pouco serujço de deus he e grande embargo a vosa justiça os muytos clerigos de ordens menores, asy com os prelados",Clérigos de ordens menores; Prelados,Ativo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Embargos da justiça régia,Incumprir,Religiosas,Desobediência,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Pouco,Sagrado,Deus,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
774,Textual,Epistolografia,Carta de Bruges,XV,"deuieis de ter maneira que nom dessem ordens, senão a homem que quisese ser cleriguo",Dom Duarte,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Interditar,Religiosas,Justiça,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Não aplicável,Profano,Aspirantes a clérigos,Masculino,Não aplicável,Clérigos de ordens menores; prelados,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,9,
775,Textual,Epistolografia,Carta de Bruges,XV,"… nom dessem ordens, senão a homem que quisese ser cleriguo",Clérigos de ordens menores; Prelados,Ativo,Plural,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Ordenar,Religiosas,Ordem régia,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Somente a quem quiser ser clérigo,Sagrado,Homens que queiram ser clérigos,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
776,Textual,Epistolografia,Carta de Bruges,XV,fazendo lhe antes que as ordens meores filhase,Aspirantes a clérigos,Ativo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Ordenar,Religiosas,Ordem régia,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Nas ordens menores,Sagrado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
777,Textual,Epistolografia,Carta de Bruges,XV,E se se os prelados em esto não quisesem acordar,Prelados,Ativo,Plural,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Concordar,Religiosas,Desobediência,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Negativo,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
778,Textual,Epistolografia,Carta de Bruges,XV,ao menos fação muyto que nom dem ordens a nhũa pesoa que não sayba falar latym,Prelados,Ativo,Plural,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Acautelar,Religiosas,Ordem régia,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Somente a quem souber latim,Sagrado,Homens que queiram ser clérigos,Masculino,Falando latim,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
779,Textual,Epistolografia,Carta de Bruges,XV,… pesoa que não sayba falar latym,Aspirantes a clérigos,Ativo,Plural,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Desconhecer,Religiosas,Desconhecimento,Não aplicável,Portugal,39.6945° N,8.1325° W,XV,Negativo,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,9,
